x1,x2,y
2.0821911891169695,3.648869139291753,1.0
1.3904350342815515,3.1767144394064357,1.0
1.1755705219119317,2.8071927871907483,1.0
-2.3567232955942927,0.785477856082348,0.0
-3.870215532101254,0.5634690759662846,0.0
-1.9376635000225457,0.907260187189568,0.0
-0.49452462534015074,2.969081551949955,1.0
-1.5463272956665786,0.8570216119431204,0.0
-3.36427969362164,0.11615534470541,0.0
0.4909679391942008,3.6908901904095672,1.0
-2.091447891388896,-0.19197358787297236,0.0
-1.3075749201812217,0.8091169683374863,0.0
0.7349034486531554,3.1457940377159237,1.0
-2.0049485672282756,1.7254656604423417,0.0
-1.568722569779938,0.6559383744126001,0.0
0.38555561968040153,1.888585856392872,0.0
2.4770052052970177,2.660383532285422,1.0
1.3072237106238012,3.2326883513941596,1.0
0.9707290023988118,3.3741972828454627,1.0
2.0681770745212376,3.6397325748114233,1.0
-0.8733238780153796,-0.17592703962493805,0.0
-1.1230013221385713,0.10073517159999779,0.0
1.5748675945688366,2.674373327616797,1.0
1.163666236217725,4.613353761699239,1.0
-1.3014127736702303,0.6295720612452478,0.0
2.3173970762537555,4.557251882313192,1.0
1.8272895935997788,3.3918804390935646,1.0
-2.283068981801507,1.9610861792276855,0.0
-0.7717241222783999,2.588837420085015,1.0
2.604708362740202,4.31088437069687,1.0
0.4373851166308036,3.6576883982767776,1.0
-0.3507692960539568,-0.48575299447325837,0.0
-1.5728188760435218,1.2836841330146553,0.0
-0.7134584648462957,1.0378251970742156,0.0
0.5580886077167806,3.189836559392117,1.0
-1.8682428393867976,0.5490840033944011,0.0
-1.7430832889116539,1.5315591083549775,0.0
-1.0061524285968495,0.04509853390948726,0.0
1.8309391153022982,3.3907707183118068,1.0
2.5602613692847274,3.098281361788708,1.0
-3.5138514676726302,1.3033626399748257,0.0
2.4149348470866556,2.691694687599663,1.0
1.3870524849194936,2.3857944724223046,1.0
2.22746415504116,2.7932620267387103,1.0
0.16077855932624852,2.110777245569655,0.0
-0.15223484101510198,1.9899892198607623,0.0
2.086256089405595,2.1551642422635506,1.0
-1.5331128122367403,1.0214351089795035,0.0
-0.9948917830116117,2.565675215543362,0.0
-0.3656605188280315,0.6389087675129695,0.0
-3.8621411855163434,1.4492824039006438,0.0
2.1503139157980145,3.8703037616542684,1.0
2.1518582383896785,2.1892019907354645,1.0
-1.5998206137546607,0.9117637534024123,0.0
-0.8745159393193277,0.19190295506470167,0.0
2.3687489578379823,1.9905654121832288,1.0
-1.1996483827723035,0.9951203281833154,0.0
-2.0213829542293515,0.9514996119952539,0.0
2.761722777915934,3.9969258200297966,1.0
0.3503059148766978,1.0056988055019573,0.0
-1.6350968345976222,0.7292626433101763,0.0
-0.7264035613834696,4.078071385980166,1.0
1.4933649359517747,3.5441608317553657,1.0
-0.172834837633272,3.6505927929398125,1.0
1.7877919497176002,4.059803916421063,1.0
-1.1469358725878742,1.923194793325904,0.0
-2.2336859240665397,2.144096291185373,0.0
-1.478641126441167,0.7865347581357706,0.0
-1.0779016289112926,0.9607901694802216,0.0
4.40312680336278,2.993346529034274,1.0
-0.3303900142626319,2.130668650726472,0.0
1.5483694504788215,2.4546673546019093,1.0
-1.5023320258163666,0.7899467868570539,0.0
2.77731799243942,1.8995886730522888,1.0
-0.5407738743533648,0.8858003923903208,0.0
2.7694509239814824,2.729587530253894,1.0
3.261803024391895,3.2481595773066085,1.0
3.6286569684307812,2.606522280220294,1.0
-2.8202851357152703,1.642475357522195,0.0
-1.6784621167795222,1.6378404433068088,0.0
-0.6119290710117171,-0.5476340140236913,0.0
1.3001436008148373,3.3988439125141414,1.0
1.7548301297407758,2.965954801150625,1.0
-1.6988115788704699,2.638233720395422,0.0
-1.0774220201882434,-1.0137966449164315,0.0
1.903843377288576,3.348763157364267,1.0
2.7763102730143814,3.6939656476917175,1.0
-0.3056703826835043,0.3787008917658908,0.0
-1.1345133063709665,0.7084491638735304,0.0
2.843646446676866,3.027839334658441,1.0
-1.9153103741905642,0.9412474721773718,0.0
0.046688373981343956,2.288373121333652,1.0
-0.13030613333009877,3.86416125879373,1.0
-1.5376707464256498,-0.9068569446713366,0.0
0.4181490011440703,2.840565506547722,1.0
-1.4034007547005665,2.7881423414081548,0.0
0.48711048942473156,4.17637268532852,1.0
-1.3184240123238766,1.065342067321684,0.0
-0.41854135300897544,3.1909311528128197,1.0
1.3419893447156137,3.6180260392504016,1.0
0.7516932960022675,2.8160671064990783,1.0
-2.3158896725217635,0.6190792887991716,0.0
1.7807460751871476,3.9969107247522624,1.0
-0.6298258112807585,0.5441995199577238,0.0
1.6861239146710814,2.24470880551221,1.0
1.4571744746144424,4.014499599516297,1.0
-2.704462215823452,2.2434916764567574,0.0
1.386269798683387,3.0990316834042484,1.0
-1.498786470011314,0.906825714351515,0.0
-2.3930406726494238,-0.8463840020840045,0.0
-0.7877965627922194,0.9715282214061614,0.0
-1.6371331085765777,0.7796330559280711,0.0
1.749612294421403,3.1825956207591592,1.0
-2.2649193784726736,1.3002843372390451,0.0
1.6970868082919672,3.206642222673652,1.0
3.15255138030059,3.2780608220742025,1.0
-2.5807013710595337,0.7974164447587218,0.0
-2.246949429899069,0.5843793554296522,0.0
-0.9721416491844495,1.9425629699232838,0.0
0.22469644389458399,0.883064837778732,0.0
-1.4887375095630067,0.8316708477857748,0.0
-3.0089430289819052,0.025106722068375942,0.0
2.680775770322427,4.445657937338316,1.0
-0.921799015874891,3.2801673483229496,1.0
1.672453287747334,2.6039979823939787,1.0
-2.5927851749927786,2.5610991075014438,0.0
-0.8319480012167465,0.9862515980248157,0.0
-0.6619104234109028,4.123453180018582,1.0
-1.5652657776158747,0.8372999112427599,0.0
-1.4755622682157479,0.753063445581527,0.0
0.32897700214740544,1.2350000812572905,0.0
-0.01929677879624725,3.06114397299451,1.0
-0.2102171430538582,3.984694454213223,1.0
1.4569421159911438,3.127032985766049,1.0
-0.32973881853258336,0.3151729189491822,0.0
-1.9775518097317824,1.5763920907390985,0.0
1.7189080997262292,3.237163748896218,1.0
0.448120034631045,2.3284477803467727,1.0
-1.503572148051279,0.7042960393377913,0.0
2.4725947367607475,2.9468270490246407,1.0
-2.8220785211741783,-0.8570408268708796,0.0
1.5553440827190335,3.1525362067566935,1.0
4.076786685169735,3.081998103700156,1.0
